2	Questions for the advanced user of Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the Internet.	Access 2003 - Advanced Skills	Microsoft Access	EN_A11AD	Advanced Skills	2003	English	Standard	33	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions for the beginner user of Microsoft Access features such as file management, Access forms, queries, reports, tables and customizing Access.	Access 2003 - Basic Skills	Microsoft Access	EN_A11BS	Basic Skills	2003	English	Standard	37	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	This test measures ability to use the most common and frequently used features of Microsoft Access including the creation of tables, forms, queries and reports to perform basic level database functions.	Access 2003 - Basic Skills (Spanish)	Microsoft Access	SP_A11ES	Basic Skills	2003	Spanish	Standard	33	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the Internet.	Access 2003 - Standard	Microsoft Access	EN_A11ST	Standard Skills	2003	English	Standard	35	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the internet.	Access 2003 - Standard (Spanish)	Microsoft Access	SP_A11ST	Standard Skills	2003	Spanish	Standard	35	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the internet.	Access 2003 (Dutch)	Microsoft Access	NL_A11ST	Standard Skills	2003	Dutch	Standard	35	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	This test measures ability to use the most common and frequently used features of Microsoft Access including the creation of tables, forms, queries and reports to perform basic level database functions.	Access 2003 (French)	Microsoft Access	FR_A11ES	Standard Skills	2003	French	Standard	33	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the internet.	Access 2003 (French)	Microsoft Access	FR_A11ST	Standard Skills	2003	French	Standard	35	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the internet.	Access 2003 (German)	Microsoft Access	DE_A11ST	Standard Skills	2003	German	Standard	35	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the internet.	Access 2003 (Italian)	Microsoft Access	IT_A11ST	Standard Skills	2003	Italian	Standard	35	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions for the advanced user of Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the internet.	Access 2007 - Advanced Skills	Microsoft Access	EN_A12AD	Advanced Skills	2007	English	Standard	34	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions for the advanced user of Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the internet.	Access 2007 - Advanced Skills (timed 30min)	Microsoft Access	EN_A1202	Advanced Skills	2007	English	Timed 30min	Time-Based	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions for the beginner user of Microsoft Access features such as file management, Access forms, queries, reports, tables and customizing Access.	Access 2007 - Basic Skills	Microsoft Access	EN_A12BS	Basic Skills	2007	English	Standard	34	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions for the beginner user of Microsoft Access features such as file management, Access forms, queries, reports, tables and customizing Access.	Access 2007 - Basic Skills (timed 30min)	Microsoft Access	EN_A1203	Basic Skills	2007	English	Timed 30min	Time-Based	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the Internet.	Access 2007 - Standard	Microsoft Access	EN_A12ST	Standard Skills	2007	English	Standard	35	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions on the most commonly used Microsoft Excel features such as file management, editing, formatting, analysis, customizing Excel and Excel and the Internet.	Access 2007 - Standard (German)	Microsoft Access	DE_X12ST	Standard Skills	2007	German	Standard	35	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the Internet.	Access 2007 - Standard (German)	Microsoft Access	DE_A12ST	Standard Skills	2007	German	Standard	35	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the Internet.	Access 2007 - Standard (timed 30min)	Microsoft Access	EN_A1204	Standard Skills	2007	English	Timed 30min	Time-Based	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the internet.	Access 2007 (French)	Microsoft Access	FR_A12ST	Standard Skills	2007	French	Standard	35	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the Internet.	Access 2007 (Spanish)	Microsoft Access	SP_A12ST	Standard Skills	2007	Spanish	Standard	35	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions for the advanced user of Microsoft Access features such as file management, Access forms, queries, reports, tables, as well as tools and automation. Includes end-of-test review feature.	Access 2010 - Advanced Skills	Microsoft Access	EN_A13ADVR	Advanced Skills	2010	English	Standard	32	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions for the advanced user of Microsoft Access features such as file management, Access forms, queries, reports, tables, as well as tools and automation.	Access 2010 - Advanced Skills (No Review)	Microsoft Access	EN_A13ADV	Advanced Skills	2010	English	No Review	32	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions for the advanced user of Microsoft Access features such as file management, Access forms, queries, reports, tables, as well as tools and automation.	Access 2010 - Advanced Skills (timed 30min)	Microsoft Access	EN_A13ADVT	Advanced Skills	2010	English	Timed 30min	Time-Based	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
2	Questions for the beginner user of the Microsoft Access features such as file management, Access forms, queries, reports, tables, as well as tools and automation. Includes end-of-test review feature.	Access 2010 - Basic Skills	Microsoft Access	EN_A13BSR	Basic Skills	2010	English	Standard	32	30 minutes	Banking/Finance		Gaming/Hospitality	Healthcare	Information Technology	Legal Services	Manufacturing/Logistics	Retail	Staffing Services		Microsoft Office Skills			Software Skills															
